origin_zip_range,dest_zip_range,fedex_express_zone,fedex_ground_zone
82600-82699,97900-97999,4,4
82600-82699,98000-99399,5,5
82600-82699,99400-99499,4,99500
82600-82699,99501-99524,9,17
82600-82699,99525-99539,11,17
82600-82699,99540,9,17
82600-82699,99541-99566,11,17
82600-82699,99567,9,17
82600-82699,99568-99576,11,17
82600-82699,99577,9,17
82600-82699,99578-99999,11,17
82700-82799,00000-00399,NA,NA
82700-82799,00400-00599,7,7
82700-82799,00600-00799,*,NA
82700-82799,00800-00899,NA,NA
82700-82799,00900-00999,*,NA
82700-82799,01000-04599,7,7
82700-82799,04600-04799,8,8
82700-82799,04800-13999,7,7
82700-82799,14000-14799,6,6
82700-82799,14800-14999,7,7
82700-82799,15000-16799,6,6
82700-82799,16800-21499,7,7
82700-82799,21500-21599,6,6
82700-82799,21600-24199,7,7
82700-82799,24200-24399,6,6
82700-82799,24400-24599,7,7
82700-82799,24600-25399,6,6
82700-82799,25400-25499,7,7
82700-82799,25500-26899,6,6
82700-82799,26900-26999,NA,NA
82700-82799,27000-28599,7,7
82700-82799,28600-28999,6,6
82700-82799,29000-29599,7,7
82700-82799,29600-29699,6,6
82700-82799,29700-29999,7,7
82700-82799,30000-30399,6,6
82700-82799,30400-30499,7,7
82700-82799,30500-30799,6,6
82700-82799,30800-31099,7,7
82700-82799,31100-31199,6,6
82700-82799,31200-31799,7,7
82700-82799,31800-31999,6,6
82700-82799,32000-32499,7,7
82700-82799,32500-32599,6,6
82700-82799,32600-32999,7,7
82700-82799,33000-33499,8,8
82700-82799,33500-34799,7,7
82700-82799,34800-34899,NA,NA
82700-82799,34900-34999,8,8
82700-82799,35000-36299,6,6
82700-82799,36300-36399,7,7
82700-82799,36400-39799,6,6
82700-82799,39800-39899,7,7
82700-82799,39900-41899,6,6
82700-82799,41900-41999,NA,NA
82700-82799,42000-42099,5,5
82700-82799,42100-46299,6,6
82700-82799,46300-46699,5,5
82700-82799,46700-47799,6,6
82700-82799,47800-47999,5,5
82700-82799,48000-48999,6,6
82700-82799,49000-49199,5,5
82700-82799,49200-49299,6,6
82700-82799,49300-49599,5,5
82700-82799,49600-49799,6,6
82700-82799,49800-50499,5,5
82700-82799,50500-50599,4,4
82700-82799,50600-50999,5,5
82700-82799,51000-51699,4,4
82700-82799,51700-51999,NA,NA
82700-82799,52000-55999,5,5
82700-82799,56000-57499,4,4
82700-82799,57500-57699,3,3
82700-82799,57700-57799,2,2
82700-82799,57800-57999,NA,NA
82700-82799,58000-58499,4,4
82700-82799,58500-58699,3,3
82700-82799,58700-58799,4,4
82700-82799,58800-59299,3,3
82700-82799,59300-59399,2,2
82700-82799,59400-59999,4,4
82700-82799,60000-66399,5,5
82700-82799,66400-66699,4,4
82700-82799,66700-66899,5,5
82700-82799,66900-66999,4,4
82700-82799,67000-67399,5,5
82700-82799,67400-69199,4,4
82700-82799,69200-69399,3,3
82700-82799,69400-69999,NA,NA
82700-82799,70000-71499,6,6
82700-82799,71500-71599,NA,NA
82700-82799,71600-72299,5,5
82700-82799,72300-72399,6,6
82700-82799,72400-73299,5,5
82700-82799,73300-73399,6,6
82700-82799,73400-73899,5,5
82700-82799,73900-73999,4,4
82700-82799,74000-75899,5,5
82700-82799,75900-75999,6,6
82700-82799,76000-76999,5,5
82700-82799,77000-78999,6,6
82700-82799,79000-79999,5,5
82700-82799,80000-80799,3,3
82700-82799,80800-81599,4,4
82700-82799,81600-82199,3,3
82700-82799,82200-82299,2,2
82700-82799,82300-82399,3,3
82700-82799,82400-82899,2,2
82700-82799,82900-83199,3,3
82700-82799,83200-84799,4,4
82700-82799,84800-84999,NA,NA
82700-82799,85000-86499,5,5
82700-82799,86500-86599,4,4
82700-82799,86600-86999,NA,NA
82700-82799,87000-87299,5,5
82700-82799,87300-87799,4,4
82700-82799,87800-89299,5,5
82700-82799,89300-89399,4,4
82700-82799,89400-89799,5,5
82700-82799,89800-89899,4,4
82700-82799,89900-89999,NA,NA
82700-82799,90000-96699,5,96700
82700-82799,96701,10,9
82700-82799,96702-96705,12,9
82700-82799,96706-96707,10,9
82700-82799,96708,12,9
82700-82799,96709,10,9
82700-82799,96710,12,9
82700-82799,96711-96712,10,9
82700-82799,96713-96716,12,9
82700-82799,96717,10,9
82700-82799,96718-96729,12,9
82700-82799,96730-96731,10,9
82700-82799,96732-96733,12,9
82700-82799,96734,10,9
82700-82799,96735-96743,12,9
82700-82799,96744,10,9
82700-82799,96745-96757,12,9
82700-82799,96758-96759,10,9
82700-82799,96760-96761,12,9
82700-82799,96762,10,9
82700-82799,96763-96774,12,9
82700-82799,96775,10,9
82700-82799,96776-96781,12,9
82700-82799,96782,10,9
82700-82799,96783-96785,12,9
82700-82799,96786,10,9
82700-82799,96787-96788,12,9
82700-82799,96789,10,9
82700-82799,96790,12,9
82700-82799,96791-96792,10,9
82700-82799,96793,12,9
82700-82799,96794-96795,10,9
82700-82799,96796,12,9
82700-82799,96797,10,9
82700-82799,96798-96800,12,9
82700-82799,96801-96863,10,9
82700-82799,96864-96899,12,9
82700-82799,96900-96999,NA,NA
82700-82799,97000-97899,5,5
82700-82799,97900-97999,4,4
82700-82799,98000-98999,5,5
82700-82799,99000-99299,4,4
82700-82799,99300-99399,5,5
82700-82799,99400-99499,4,99500
82700-82799,99501-99524,9,17
82700-82799,99525-99539,11,17
82700-82799,99540,9,17
82700-82799,99541-99566,11,17
82700-82799,99567,9,17
82700-82799,99568-99576,11,17
82700-82799,99577,9,17
82700-82799,99578-99999,11,17
82800-82899,00000-00399,NA,NA
82800-82899,00400-00599,7,7
82800-82899,00600-00799,*,NA
82800-82899,00800-00899,NA,NA
82800-82899,00900-00999,*,NA
82800-82899,01000-02499,7,7
82800-82899,02500-02699,8,8
82800-82899,02700-04399,7,7
82800-82899,04400-04899,8,8
82800-82899,04900-13999,7,7
82800-82899,14000-14399,6,6
82800-82899,14400-14699,7,7
82800-82899,14700-14799,6,6
82800-82899,14800-14999,7,7
82800-82899,15000-15399,6,6
82800-82899,15400-15599,7,7
82800-82899,15600-15699,6,6
82800-82899,15700-15999,7,7
82800-82899,16000-16599,6,6
82800-82899,16600-24199,7,7
82800-82899,24200-24299,6,6
82800-82899,24300-24999,7,7
82800-82899,25000-25399,6,6
82800-82899,25400-25499,7,7
82800-82899,25500-26199,6,6
82800-82899,26200-26299,7,7
82800-82899,26300-26499,6,6
82800-82899,26500-26599,7,7
82800-82899,26600-26699,6,6
82800-82899,26700-28699,7,7
82800-82899,28700-28999,6,6
82800-82899,29000-29999,7,7
82800-82899,30000-30399,6,6
82800-82899,30400-30499,7,7
82800-82899,30500-30599,6,6
82800-82899,30600-30699,7,7
82800-82899,30700-30799,6,6
82800-82899,30800-31099,7,7
82800-82899,31100-31199,6,6
82800-82899,31200-32899,7,7
82800-82899,32900-33499,8,8
82800-82899,33500-33899,7,7
82800-82899,33900-33999,8,8
82800-82899,34000-34099,7,7
82800-82899,34100-34199,8,8
82800-82899,34200-34799,7,7
82800-82899,34800-34899,NA,NA
82800-82899,34900-34999,8,8
82800-82899,35000-36299,6,6
82800-82899,36300-36499,7,7
82800-82899,36500-39799,6,6
82800-82899,39800-39899,7,7
82800-82899,39900-46299,6,6
82800-82899,46300-46499,5,5
82800-82899,46500-49799,6,6
82800-82899,49800-50999,5,5
82800-82899,51000-51399,4,4
82800-82899,51400-51499,5,5
82800-82899,51500-51599,4,4
82800-82899,51600-56099,5,5
82800-82899,56100-57699,4,4
82800-82899,57700-57799,3,3
82800-82899,57800-57999,NA,NA
82800-82899,58000-58599,4,4
82800-82899,58600-58699,3,3
82800-82899,58700-58799,4,4
82800-82899,58800-58899,3,3
82800-82899,58900-58999,NA,NA
82800-82899,59000-59199,2,2
82800-82899,59200-59299,3,3
82800-82899,59300-59399,2,2
82800-82899,59400-59799,3,3
82800-82899,59800-59999,4,4
82800-82899,60000-62899,5,5
82800-82899,62900-62999,6,6
82800-82899,63000-63699,5,5
82800-82899,63700-63999,6,6
82800-82899,64000-66899,5,5
82800-82899,66900-66999,4,4
82800-82899,67000-67399,5,5
82800-82899,67400-67499,4,4
82800-82899,67500-67599,5,5
82800-82899,67600-69299,4,4
82800-82899,69300-69399,3,3
82800-82899,69400-69999,NA,NA
82800-82899,70000-71899,6,6
82800-82899,71900-71999,5,5
82800-82899,72000-72499,6,6
82800-82899,72500-73299,5,5
82800-82899,73300-73399,6,6
82800-82899,73400-73899,5,5
82800-82899,73900-73999,4,4
82800-82899,74000-75499,5,5
82800-82899,75500-75999,6,6
82800-82899,76000-76499,5,5
82800-82899,76500-76799,6,6
82800-82899,76800-76999,5,5
82800-82899,77000-78999,6,6
82800-82899,79000-79999,5,5
82800-82899,80000-80299,4,4
82800-82899,80300-80399,3,3
82800-82899,80400-80499,4,4
82800-82899,80500-80599,3,3
82800-82899,80600-81699,4,4
82800-82899,81700-81999,NA,NA
82800-82899,82000-82399,3,3
82800-82899,82400-82899,2,2
82800-82899,82900-83299,3,3
82800-82899,83300-83399,4,4
82800-82899,83400-83499,3,3
82800-82899,83500-84799,4,4
82800-82899,84800-84999,NA,NA
82800-82899,85000-87399,5,5
82800-82899,87400-87499,4,4
82800-82899,87500-89299,5,5
82800-82899,89300-89399,4,4
82800-82899,89400-89799,5,5
82800-82899,89800-89899,4,4
82800-82899,89900-89999,NA,NA
82800-82899,90000-96699,5,96700
82800-82899,96701,10,9
82800-82899,96702-96705,12,9
82800-82899,96706-96707,10,9
82800-82899,96708,12,9
82800-82899,96709,10,9
82800-82899,96710,12,9
82800-82899,96711-96712,10,9
82800-82899,96713-96716,12,9
82800-82899,96717,10,9
82800-82899,96718-96729,12,9
82800-82899,96730-96731,10,9
82800-82899,96732-96733,12,9
82800-82899,96734,10,9
82800-82899,96735-96743,12,9
82800-82899,96744,10,9
82800-82899,96745-96757,12,9
82800-82899,96758-96759,10,9
82800-82899,96760-96761,12,9
82800-82899,96762,10,9
82800-82899,96763-96774,12,9
82800-82899,96775,10,9
82800-82899,96776-96781,12,9
82800-82899,96782,10,9
82800-82899,96783-96785,12,9
82800-82899,96786,10,9
82800-82899,96787-96788,12,9
82800-82899,96789,10,9
82800-82899,96790,12,9
82800-82899,96791-96792,10,9
82800-82899,96793,12,9
82800-82899,96794-96795,10,9
82800-82899,96796,12,9
82800-82899,96797,10,9
82800-82899,96798-96800,12,9
82800-82899,96801-96863,10,9
82800-82899,96864-96899,12,9
82800-82899,96900-96999,NA,NA
82800-82899,97000-97799,5,5
82800-82899,97800-97999,4,4
82800-82899,98000-98999,5,5
82800-82899,99000-99499,4,99500
82800-82899,99501-99524,9,17
82800-82899,99525-99539,11,17
82800-82899,99540,9,17
82800-82899,99541-99566,11,17
82800-82899,99567,9,17
82800-82899,99568-99576,11,17
82800-82899,99577,9,17
82800-82899,99578-99999,11,17
82900-83099,00000-00399,NA,NA
82900-83099,00400-00599,8,8
82900-83099,00600-00799,*,NA
82900-83099,00800-00899,NA,NA
82900-83099,00900-00999,*,NA
82900-83099,01000-05399,8,8
82900-83099,05400-05499,7,7
82900-83099,05500-06999,8,8
82900-83099,07000-07699,7,7
82900-83099,07700-07799,8,8
82900-83099,07800-08399,7,7
82900-83099,08400-08499,8,8
82900-83099,08500-08699,7,7
82900-83099,08700-08999,8,8
82900-83099,09000-10499,7,7
82900-83099,10500-10899,8,8
82900-83099,10900-11399,7,7
82900-83099,11400-11599,8,8
82900-83099,11600-11699,7,7
82900-83099,11700-11999,8,8
82900-83099,12000-12399,7,7
82900-83099,12400-12699,8,8
82900-83099,12700-30699,7,7
82900-83099,30700-30799,6,6
82900-83099,30800-32899,7,7
82900-83099,32900-33499,8,8
82900-83099,33500-33899,7,7
82900-83099,33900-33999,8,8
82900-83099,34000-34099,7,7
82900-83099,34100-34199,8,8
82900-83099,34200-34799,7,7
82900-83099,34800-34899,NA,NA
82900-83099,34900-34999,8,8
82900-83099,35000-35999,6,6
82900-83099,36000-36199,7,7
82900-83099,36200-36299,6,6
82900-83099,36300-36499,7,7
82900-83099,36500-36799,6,6
82900-83099,36800-36899,7,7
82900-83099,36900-37599,6,6
82900-83099,37600-37999,7,7
82900-83099,38000-39799,6,6
82900-83099,39800-39999,7,7
82900-83099,40000-41099,6,6
82900-83099,41100-41299,7,7
82900-83099,41300-41499,6,6
82900-83099,41500-41699,7,7
82900-83099,41700-43699,6,6
82900-83099,43700-44799,7,7
82900-83099,44800-45699,6,6
82900-83099,45700-45799,7,7
82900-83099,45800-49999,6,6
82900-83099,50000-52899,5,5
82900-83099,52900-52999,NA,NA
82900-83099,53000-53799,6,6
82900-83099,53800-53899,5,5
82900-83099,53900-53999,6,6
82900-83099,54000-54099,5,5
82900-83099,54100-54399,6,6
82900-83099,54400-54499,5,5
82900-83099,54500-54599,6,6
82900-83099,54600-54899,5,5
82900-83099,54900-54999,6,6
82900-83099,55000-57299,5,5
82900-83099,57300-57799,4,4
82900-83099,57800-57999,NA,NA
82900-83099,58000-58499,5,5
82900-83099,58500-58899,4,4
82900-83099,58900-58999,NA,NA
82900-83099,59000-59199,3,3
82900-83099,59200-59999,4,4
82900-83099,60000-61199,6,6
82900-83099,61200-61299,5,5
82900-83099,61300-61399,6,6
82900-83099,61400-61699,5,5
82900-83099,61700-62299,6,6
82900-83099,62300-62399,5,5
82900-83099,62400-63399,6,6
82900-83099,63400-63599,5,5
82900-83099,63600-63999,6,6
82900-83099,64000-67599,5,5
82900-83099,67600-67999,4,4
82900-83099,68000-68799,5,5
82900-83099,68800-69399,4,4
82900-83099,69400-69999,NA,NA
82900-83099,70000-71799,6,6
82900-83099,71800-71999,5,5
82900-83099,72000-72599,6,6
82900-83099,72600-73899,5,5
82900-83099,73900-73999,4,4
82900-83099,74000-75599,5,5
82900-83099,75600-75699,6,6
82900-83099,75700-75899,5,5
82900-83099,75900-75999,6,6
82900-83099,76000-76999,5,5
82900-83099,77000-78599,6,6
82900-83099,78600-78899,5,5
82900-83099,78900-78999,6,6
82900-83099,79000-79199,4,4
82900-83099,79200-79999,5,5
82900-83099,80000-80999,3,3
82900-83099,81000-81199,4,4
82900-83099,81200-81299,3,3
82900-83099,81300-81399,4,4
82900-83099,81400-82299,3,3
82900-83099,82300-82399,2,2
82900-83099,82400-82499,3,3
82900-83099,82500-82699,2,2
82900-83099,82700-82899,3,3
82900-83099,82900-83299,2,2
82900-83099,83300-83499,3,3
82900-83099,83500-83899,4,4
82900-83099,83900-83999,NA,NA
82900-83099,84000-84699,2,2
82900-83099,84700-84799,3,3
82900-83099,84800-84999,NA,NA
82900-83099,85000-85399,4,4
82900-83099,85400-85499,5,5
82900-83099,85500-85599,4,4
82900-83099,85600-85899,5,5
82900-83099,85900-87999,4,4
82900-83099,88000-88099,5,5
82900-83099,88100-88199,4,4
82900-83099,88200-88299,5,5
82900-83099,88300-88499,4,4
82900-83099,88500-88599,5,5
82900-83099,88600-88899,NA,NA
82900-83099,88900-89899,4,4
82900-83099,89900-89999,NA,NA
82900-83099,90000-96099,5,5
82900-83099,96100-96199,4,4
82900-83099,96200-96699,5,96700
82900-83099,96701,10,9
82900-83099,96702-96705,12,9
82900-83099,96706-96707,10,9
82900-83099,96708,12,9
82900-83099,96709,10,9
82900-83099,96710,12,9
82900-83099,96711-96712,10,9
82900-83099,96713-96716,12,9
82900-83099,96717,10,9
82900-83099,96718-96729,12,9
82900-83099,96730-96731,10,9
82900-83099,96732-96733,12,9
82900-83099,96734,10,9
82900-83099,96735-96743,12,9
82900-83099,96744,10,9
82900-83099,96745-96757,12,9
82900-83099,96758-96759,10,9
82900-83099,96760-96761,12,9
82900-83099,96762,10,9
82900-83099,96763-96774,12,9
82900-83099,96775,10,9
82900-83099,96776-96781,12,9
82900-83099,96782,10,9
82900-83099,96783-96785,12,9
82900-83099,96786,10,9
82900-83099,96787-96788,12,9
82900-83099,96789,10,9
82900-83099,96790,12,9
82900-83099,96791-96792,10,9
82900-83099,96793,12,9
82900-83099,96794-96795,10,9
82900-83099,96796,12,9
82900-83099,96797,10,9
82900-83099,96798-96800,12,9
82900-83099,96801-96863,10,9
82900-83099,96864-96899,12,9
82900-83099,96900-96999,NA,NA
82900-83099,97000-97799,5,5
82900-83099,97800-97999,4,4
82900-83099,98000-98999,5,5
82900-83099,99000-99499,4,99500
82900-83099,99501-99524,9,17
82900-83099,99525-99539,11,17
82900-83099,99540,9,17
82900-83099,99541-99566,11,17
82900-83099,99567,9,17
82900-83099,99568-99576,11,17
82900-83099,99577,9,17
82900-83099,99578-99999,11,17
83100-83199,00000-00399,NA,NA
83100-83199,00400-00599,8,8
83100-83199,00600-00799,*,NA
83100-83199,00800-00899,NA,NA
83100-83199,00900-00999,*,NA
83100-83199,01000-12999,8,8
83100-83199,13000-17999,7,7
83100-83199,18000-18199,8,8
83100-83199,18200-18299,7,7
83100-83199,18300-18399,8,8
83100-83199,18400-18899,7,7
83100-83199,18900-19999,8,8
83100-83199,20000-21399,7,7
83100-83199,21400-21499,8,8
83100-83199,21500-21599,7,7
83100-83199,21600-21699,8,8
83100-83199,21700-21799,7,7
83100-83199,21800-21999,8,8
83100-83199,22000-23299,7,7
83100-83199,23300-23799,8,8
83100-83199,23800-27899,7,7
83100-83199,27900-27999,8,8
83100-83199,28000-28399,7,7
83100-83199,28400-28599,8,8
83100-83199,28600-32699,7,7
83100-83199,32700-34299,8,8
83100-83199,34300-34399,NA,NA
83100-83199,34400-34499,7,7
83100-83199,34500-34599,NA,NA
83100-83199,34600-34999,8,8
83100-83199,35000-35899,6,6
83100-83199,35900-36899,7,7
83100-83199,36900-37299,6,6
83100-83199,37300-37499,7,7
83100-83199,37500-37599,6,6
83100-83199,37600-37999,7,7
83100-83199,38000-39499,6,6
83100-83199,39500-39599,7,7
83100-83199,39600-39799,6,6
83100-83199,39800-39999,7,7
83100-83199,40000-40299,6,6
83100-83199,40300-40599,7,7
83100-83199,40600-40699,6,6
83100-83199,40700-40999,7,7
83100-83199,41000-41099,6,6
83100-83199,41100-41899,7,7
83100-83199,41900-41999,NA,NA
83100-83199,42000-42799,6,6
83100-83199,42800-42999,NA,NA
83100-83199,43000-43399,7,7
83100-83199,43400-43699,6,6
83100-83199,43700-44999,7,7
83100-83199,45000-45499,6,6
83100-83199,45500-45799,7,7
83100-83199,45800-49999,6,6
83100-83199,50000-51699,5,5
83100-83199,51700-51999,NA,NA
83100-83199,52000-52099,6,6
83100-83199,52100-52699,5,5
83100-83199,52700-53999,6,6
83100-83199,54000-54099,5,5
83100-83199,54100-54599,6,6
83100-83199,54600-54899,5,5
83100-83199,54900-54999,6,6
83100-83199,55000-57499,5,5
83100-83199,57500-57799,4,4
83100-83199,57800-57999,NA,NA
83100-83199,58000-58499,5,5
83100-83199,58500-58699,4,4
83100-83199,58700-58799,5,5
83100-83199,58800-58899,4,4
83100-83199,58900-58999,NA,NA
83100-83199,59000-59199,3,3
83100-83199,59200-59999,4,4
83100-83199,60000-63499,6,6
83100-83199,63500-63599,5,5
83100-83199,63600-63999,6,6
83100-83199,64000-65399,5,5
83100-83199,65400-65599,6,6
83100-83199,65600-67699,5,5
83100-83199,67700-67799,4,4
83100-83199,67800-67899,5,5
83100-83199,67900-67999,4,4
83100-83199,68000-68999,5,5
83100-83199,69000-69399,4,4
83100-83199,69400-69999,NA,NA
83100-83199,70000-72599,6,6
83100-83199,72600-72799,5,5
83100-83199,72800-72899,6,6
83100-83199,72900-73299,5,5
83100-83199,73300-73399,6,6
83100-83199,73400-73899,5,5
83100-83199,73900-73999,4,4
83100-83199,74000-75499,5,5
83100-83199,75500-75999,6,6
83100-83199,76000-76499,5,5
83100-83199,76500-76599,6,6
83100-83199,76600-76999,5,5
83100-83199,77000-78999,6,6
83100-83199,79000-79999,5,5
83100-83199,80000-80299,4,4
83100-83199,80300-80599,3,3
83100-83199,80600-81199,4,4
83100-83199,81200-81299,3,3
83100-83199,81300-81399,4,4
83100-83199,81400-82499,3,3
83100-83199,82500-82599,2,2
83100-83199,82600-82899,3,3
83100-83199,82900-83299,2,2
83100-83199,83300-83399,3,3
83100-83199,83400-83499,2,2
83100-83199,83500-83599,4,4
83100-83199,83600-83799,3,3
83100-83199,83800-83899,4,4
83100-83199,83900-83999,NA,NA
83100-83199,84000-84699,2,2
83100-83199,84700-84799,3,3
83100-83199,84800-84999,NA,NA
83100-83199,85000-85399,4,4
83100-83199,85400-85499,5,5
83100-83199,85500-85599,4,4
83100-83199,85600-85899,5,5
83100-83199,85900-87999,4,4
83100-83199,88000-88299,5,5
83100-83199,88300-88499,4,4
83100-83199,88500-88599,5,5
83100-83199,88600-88899,NA,NA
83100-83199,88900-89299,4,4
83100-83199,89300-89399,3,3
83100-83199,89400-89799,4,4
83100-83199,89800-89899,3,3
83100-83199,89900-89999,NA,NA
83100-83199,90000-93499,5,5
83100-83199,93500-93899,4,4
83100-83199,93900-94199,5,5
83100-83199,94200-94299,4,4
83100-83199,94300-95599,5,5
83100-83199,95600-96199,4,4
83100-83199,96200-96699,5,96700
83100-83199,96701,10,9
83100-83199,96702-96705,12,9
83100-83199,96706-96707,10,9
83100-83199,96708,12,9
83100-83199,96709,10,9
83100-83199,96710,12,9
83100-83199,96711-96712,10,9
83100-83199,96713-96716,12,9
83100-83199,96717,10,9
83100-83199,96718-96729,12,9
83100-83199,96730-96731,10,9
83100-83199,96732-96733,12,9
83100-83199,96734,10,9
83100-83199,96735-96743,12,9
83100-83199,96744,10,9
83100-83199,96745-96757,12,9
83100-83199,96758-96759,10,9
83100-83199,96760-96761,12,9
83100-83199,96762,10,9
83100-83199,96763-96774,12,9
83100-83199,96775,10,9
83100-83199,96776-96781,12,9
83100-83199,96782,10,9
83100-83199,96783-96785,12,9
83100-83199,96786,10,9
83100-83199,96787-96788,12,9
83100-83199,96789,10,9
83100-83199,96790,12,9
83100-83199,96791-96792,10,9
83100-83199,96793,12,9
83100-83199,96794-96795,10,9
83100-83199,96796,12,9
83100-83199,96797,10,9
83100-83199,96798-96800,12,9
83100-83199,96801-96863,10,9
83100-83199,96864-96899,12,9
83100-83199,96900-96999,NA,NA
83100-83199,97000-97599,5,5
83100-83199,97600-97899,4,4
83100-83199,97900-97999,3,3
83100-83199,98000-98799,5,5
83100-83199,98800-99499,4,99500
83100-83199,99501-99524,9,17
83100-83199,99525-99539,11,17
83100-83199,99540,9,17
83100-83199,99541-99566,11,17
83100-83199,99567,9,17
83100-83199,99568-99576,11,17
83100-83199,99577,9,17
83100-83199,99578-99999,11,17
83200-83299,00000-00399,NA,NA
83200-83299,00400-00599,8,8
83200-83299,00600-00799,*,NA
83200-83299,00800-00899,NA,NA
83200-83299,00900-00999,*,NA
83200-83299,01000-12999,8,8
83200-83299,13000-13299,7,7
83200-83299,13300-13999,8,8
83200-83299,14000-16999,7,7
83200-83299,17000-17699,8,8
83200-83299,17700-17799,7,7
83200-83299,17800-21499,8,8
83200-83299,21500-21599,7,7
83200-83299,21600-22599,8,8
83200-83299,22600-22699,7,7
83200-83299,22700-22799,8,8
83200-83299,22800-22999,7,7
83200-83299,23000-23999,8,8
83200-83299,24000-27499,7,7
83200-83299,27500-27999,8,8
83200-83299,28000-28299,7,7
83200-83299,28300-28599,8,8
83200-83299,28600-29399,7,7
83200-83299,29400-29599,8,8
